customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
2129,17771931300,Loyd,Vicknair,8384 Golden Rain Road,Bellflower,CA,13331,USA,05/02/1979,S,$10K - $30K,F,2,0,High School Degree,04/05/1990,Normal,Manual,Y
2130,17776228189,Marlene,Haugland,9879 Hedaro Court,Merida,Yucatan,10432,Mexico,10/21/1972,M,$130K - $150K,M,4,3,Bachelors Degree,2/20/1991,Golden,Professional,N
2131,17781190276,Maria,Smith,5994 El Capitan,Palo Alto,CA,65803,USA,09/02/1948,S,$10K - $30K,F,2,0,Bachelors Degree,12/17/1991,Normal,Management,N
2132,17789709000,Lori,Folga,7743 Hames Dr,Edmonds,WA,19676,USA,11/18/1960,M,$130K - $150K,M,3,3,Graduate Degree,7/25/1992,Golden,Professional,Y
2133,17790604800,Ted,Kottenstette,1293 F Street,La Jolla,CA,24306,USA,10/07/1962,M,$10K - $30K,M,2,0,Partial High School,7/21/1991,Silver,Skilled Manual,Y
2134,17791967391,Carrie,Brunda,5952 Heavenly Drive,Beaverton,OR,43340,USA,2/23/1961,M,$150K +,F,4,2,Graduate Degree,10/03/1994,Golden,Management,Y
2135,17809729000,Carlos,Anzano,2575 Garcia,Walla Walla,WA,38810,USA,7/25/1974,M,$110K - $130K,F,3,3,Partial High School,8/24/1990,Golden,Management,Y
2136,17810474600,Josef,Harrison,144 Santa Monica,Lakewood,CA,24005,USA,3/16/1926,M,$70K - $90K,F,1,1,High School Degree,8/15/1994,Bronze,Professional,Y
2137,17811370500,Sandra,Mishler,7020 Mayette Avenue,Santa Cruz,CA,59958,USA,5/18/1980,S,$30K - $50K,F,2,0,Partial High School,10/13/1990,Bronze,Skilled Manual,N
2138,17818092100,Kathleen,Dwier,4844 Waterfall Way,Anacortes,WA,11316,USA,07/04/1913,S,$50K - $70K,M,0,0,Bachelors Degree,8/15/1991,Bronze,Professional,Y
2139,17821530700,Danae,Brang,4630 Sun Rise Drive,Merida,Yucatan,13431,Mexico,09/10/1975,M,$10K - $30K,F,4,3,Partial High School,7/16/1993,Normal,Skilled Manual,Y
2140,17821975900,Irene,Martz,2707 Virgil Street,Palo Alto,CA,36582,USA,6/28/1933,M,$10K - $30K,M,5,2,Partial High School,6/23/1994,Normal,Skilled Manual,Y
2141,17837961900,Lori,Earl,2748 Logan Court,Newport Beach,CA,70933,USA,09/03/1959,S,$70K - $90K,M,0,0,Bachelors Degree,6/24/1991,Bronze,Professional,Y
2142,17850702404,Arthur,Deubel,1080 Crestwood Circle,Metchosin,BC,53614,Canada,1/23/1979,S,$130K - $150K,M,2,0,Partial High School,02/04/1990,Bronze,Professional,Y
2143,17862085700,Christian,Snowdall,4030 La Orinda Place,Olympia,WA,87051,USA,9/23/1938,S,$10K - $30K,M,3,0,Partial High School,10/02/1992,Normal,Manual,N
2144,17865368723,Richard,Cantos,5271 St. George Court,Imperial Beach,CA,96022,USA,03/07/1971,M,$50K - $70K,M,4,1,Bachelors Degree,06/05/1991,Bronze,Management,N
2145,17873066700,Sandra,Chumney,8475 Riverwood Circle,Oakland,CA,92012,USA,11/20/1912,S,$110K - $130K,F,2,0,Graduate Degree,11/08/1993,Silver,Professional,N
2146,17884122700,William,Jones,9970 San Miguel Rd,Oakland,CA,95911,USA,02/09/1937,S,$30K - $50K,M,4,0,High School Degree,5/20/1991,Bronze,Skilled Manual,N
2147,17888457200,Joann,Starick,3429 Fourth Stret,Salem,OR,35381,USA,05/03/1933,S,$30K - $50K,M,1,0,High School Degree,12/14/1993,Bronze,Manual,Y
2148,17888607382,Tina,Zugar,7834 Roux Court,Langley,BC,15546,Canada,7/28/1919,M,$130K - $150K,M,0,0,Partial High School,4/19/1991,Bronze,Management,N
2149,17889047265,Charlene,Connor,4203 Wildcat Circle,San Carlos,CA,20176,USA,03/01/1962,S,$10K - $30K,M,3,0,Partial High School,11/13/1993,Normal,Skilled Manual,Y
2150,17889948500,Richard,Westfall,6206 Arthur Rd,Santa Monica,CA,39210,USA,3/14/1922,S,$30K - $50K,F,4,0,Partial College,03/03/1994,Bronze,Clerical,Y
2151,17894282900,John,Garcia,5484 Viking Dr,Corvallis,OR,34970,USA,7/24/1979,M,$10K - $30K,M,2,1,High School Degree,8/21/1992,Normal,Manual,Y
2152,17910714100,Michael,Pfeifer,398 Pecan Pl,La Cruz,Sinaloa,20165,Mexico,11/13/1963,S,$10K - $30K,F,3,0,Partial High School,05/09/1993,Normal,Manual,Y
2153,17911610000,Steve,Wren,9930 Clinton Dr,Chula Vista,CA,56118,USA,9/13/1979,M,$10K - $30K,F,4,4,Partial High School,6/18/1991,Normal,Skilled Manual,N
2154,17918331600,Angela,Preece,5098 N. Civic Dr,San Gabriel,CA,74762,USA,9/19/1948,M,$30K - $50K,M,1,1,High School Degree,04/02/1990,Bronze,Skilled Manual,Y
2155,17945969100,Rae,Yarrington,4884 Maria Vega Court,Tixapan,DF,95912,Mexico,8/22/1972,S,$10K - $30K,M,4,0,Partial High School,10/27/1993,Normal,Skilled Manual,N
2156,17954691648,Virginia,Daily,2962 Ana Mile,Mexico City,Mexico,26110,Mexico,7/13/1968,M,$50K - $70K,F,3,1,Partial High School,06/04/1993,Bronze,Manual,Y
2157,17954841852,Mary,Evans,3002 Carmel Drive,Oak Bay,BC,93385,Canada,10/25/1942,S,$30K - $50K,F,3,0,High School Degree,02/02/1991,Bronze,Manual,N
2158,17970173400,Evelyn,Thomas,3989 Terrace Drive,Lake Oswego,OR,49774,USA,9/15/1924,M,$10K - $30K,M,3,3,Partial High School,9/18/1993,Normal,Skilled Manual,Y
2159,17981975100,Suzanne,Walker,4284 Boynton Avenue,Redwood City,CA,83211,USA,6/24/1927,M,$10K - $30K,F,3,3,Partial High School,02/12/1993,Normal,Manual,Y
2160,17986035943,John,Torres,5525 Lisa Lee Lane,Burbank,CA,32054,USA,07/05/1922,S,$30K - $50K,F,4,0,High School Degree,3/26/1991,Bronze,Manual,N
2161,17990418672,Robert,Underwood,9975 Haynes Court,Shawnee,BC,53612,Canada,12/15/1965,S,$30K - $50K,F,2,0,Partial College,7/13/1993,Bronze,Skilled Manual,Y
2162,17992682456,Paul,Marinelli,1471 Michigan Blvd.,Shawnee,BC,19364,Canada,09/02/1952,M,$30K - $50K,M,0,0,Partial High School,9/23/1993,Bronze,Manual,N
2163,17993524670,Chris,Trigg,7585 St. George Dr,Burnaby,BC,57833,Canada,01/04/1922,S,$150K +,M,1,0,Bachelors Degree,4/25/1994,Silver,Professional,Y
2164,17999194860,Angela,Cottle,9334 Mayhew Way,San Jose,CA,11706,USA,10/26/1940,S,$30K - $50K,F,5,0,High School Degree,3/28/1994,Bronze,Manual,N
2165,17999752800,Marloe,Higgs,5703 Rose Dr,Grossmont,CA,42628,USA,3/24/1944,M,$30K - $50K,M,1,0,Partial College,10/03/1994,Bronze,Skilled Manual,Y
2166,18010824918,Mark,Bravo,363 St Paul Way,Portland,OR,61662,USA,2/18/1948,M,$30K - $50K,F,0,0,High School Degree,10/17/1993,Bronze,Skilled Manual,Y
2167,18011769056,Holly,Crisp,6985 Florencia,Burlingame,CA,32454,USA,3/25/1967,S,$70K - $90K,M,1,0,Bachelors Degree,11/05/1993,Bronze,Professional,N
2168,18014113306,Evelyn,Thompson,1899 Kinross Drive,La Mesa,CA,36158,USA,06/07/1918,M,$110K - $130K,F,3,3,Bachelors Degree,4/18/1992,Golden,Professional,Y
2169,18016184000,Bernice,Douglas,1431 Rancho View Drive,Cliffside,BC,72111,Canada,3/16/1978,M,$130K - $150K,M,3,2,Partial College,03/11/1992,Bronze,Professional,Y
2170,18018721300,Deanna,Davidson,6598 Hargate Court,Fremont,CA,23469,USA,9/22/1975,M,$50K - $70K,M,2,2,Partial High School,11/03/1993,Bronze,Skilled Manual,Y
2171,18026043800,Christine,West,6384 Euclid Ave.,Yakima,WA,25584,USA,07/07/1973,S,$30K - $50K,M,1,0,High School Degree,5/25/1993,Bronze,Manual,N
2172,18027535100,Patricia,Ahlin,4462 Greendell Pl,Burnaby,BC,42102,Canada,2/22/1930,M,$30K - $50K,M,4,4,High School Degree,11/10/1991,Normal,Manual,Y
2173,18033065800,Phyllis,Clark,7158 Waterview Place,Mexico City,Mexico,83086,Mexico,02/03/1963,M,$50K - $70K,M,1,0,Bachelors Degree,04/05/1991,Bronze,Management,N
2174,18043934106,Andrea,Bressler,5489 Patterson Blvd.,Lynnwood,WA,65766,USA,9/17/1977,S,$30K - $50K,F,1,0,Partial High School,04/07/1990,Bronze,Skilled Manual,Y
2175,18048450900,Rita,Love,8439 Tuolumne St,Camacho,Zacatecas,99204,Mexico,2/23/1942,M,$110K - $130K,F,5,5,High School Degree,08/10/1992,Golden,Management,Y
2176,18068084716,Mary,Fields,7025 Eastgate Avenue,San Andres,DF,21754,Mexico,03/12/1911,M,$10K - $30K,F,5,2,Partial High School,5/21/1992,Silver,Manual,Y
2177,18068170500,Junior,Liverman,2886 Chaparral Court,Issaquah,WA,21354,USA,01/08/1974,M,$10K - $30K,M,1,1,Partial High School,3/19/1993,Normal,Manual,Y
2178,18069517000,Ricardo,Dittemore,4381 Amazonas,Issaquah,WA,90652,USA,09/03/1935,M,$10K - $30K,M,0,0,Partial High School,1/25/1991,Normal,Manual,N
2179,18072950200,Vartan,Quintana,7839 Liscome Way,San Diego,CA,73825,USA,09/03/1937,M,$90K - $110K,M,4,2,Bachelors Degree,4/25/1994,Bronze,Professional,Y
2180,18073400900,Russell,Perrin,2245 Cloudview Dr,Bellingham,WA,27698,USA,3/22/1917,M,$30K - $50K,F,4,2,High School Degree,08/06/1992,Bronze,Skilled Manual,Y
2181,18085202600,Deanna,Sheahan,5957 Hill Drive,Acapulco,Guerrero,32329,Mexico,9/14/1947,S,$130K - $150K,M,5,0,Bachelors Degree,9/21/1993,Bronze,Management,Y
2182,18093463778,Pauline,Dore,617 Lindell Dr,Pomona,CA,51363,USA,05/06/1914,S,$70K - $90K,M,3,0,Bachelors Degree,05/06/1994,Bronze,Professional,Y
2183,18095770478,Hillary,Trubin,7239 Green Leaf Drive,Marysville,WA,48447,USA,10/26/1952,M,$30K - $50K,F,4,2,Partial High School,06/02/1993,Bronze,Manual,N
2184,18099750876,Mary,Horine,4808 Bon Homme Way,Altadena,CA,33643,USA,10/20/1943,M,$110K - $130K,M,2,0,Partial High School,06/12/1994,Bronze,Management,Y
2185,18102368712,Lana,Owen,1685 Grenadine Way,Fremont,CA,86199,USA,5/26/1965,M,$30K - $50K,F,2,1,Partial College,4/14/1992,Bronze,Management,N
2186,18118971586,Shirley,Simpkins,9507 San Vicente Dr,Renton,WA,37556,USA,10/14/1936,S,$130K - $150K,F,4,0,Partial College,6/19/1991,Bronze,Management,Y
2187,18134158253,Brenda,Cashmore,9294 Whitehall Drive,Ballard,WA,39671,USA,4/23/1966,M,$30K - $50K,M,1,0,High School Degree,9/23/1990,Silver,Skilled Manual,Y
2188,18136346936,Diana,Spence,7371 Cali,Salem,OR,29898,USA,07/08/1955,M,$110K - $130K,M,2,1,High School Degree,10/18/1993,Bronze,Professional,Y
2189,18140799403,Jason,Livingston,7412 N. Civic Drive,Glendale,CA,97174,USA,3/13/1950,S,$70K - $90K,M,4,0,Graduate Degree,11/10/1992,Bronze,Professional,N
2190,18142655491,John,Spence,1679 Via Doble,Ballard,WA,79854,USA,7/24/1926,M,$30K - $50K,F,2,0,Partial High School,10/20/1993,Bronze,Skilled Manual,Y
2191,18152874700,Ermias,Fowler,4629 Candellero Dr,Santa Fe,DF,87000,Mexico,07/03/1963,M,$10K - $30K,F,5,4,Partial High School,11/21/1993,Normal,Manual,N
2192,18154966800,Marina,Lopez,5870 Matheson Road,Oakland,CA,35842,USA,7/28/1976,S,$50K - $70K,M,3,0,Bachelors Degree,04/02/1991,Bronze,Professional,N
2193,18164772987,Paula,Munoz,9074 Ingersoll Terrace,Pomona,CA,35441,USA,05/05/1943,M,$50K - $70K,M,3,0,Bachelors Degree,10/24/1994,Bronze,Professional,Y
2194,18168694376,Nicola,Tuason,570 Guerrero,West Covina,CA,23153,USA,7/13/1924,M,$30K - $50K,M,2,0,High School Degree,08/12/1990,Bronze,Skilled Manual,Y
2195,18177599310,Michael,Coyne,4028 Rosina Court,Beverly Hills,CA,61621,USA,6/21/1970,S,$70K - $90K,F,0,0,Partial High School,9/23/1994,Bronze,Professional,Y
2196,18186488200,Chris,Longo,8433 Kenmore,National City,CA,41786,USA,08/10/1912,M,$30K - $50K,F,1,1,High School Degree,05/03/1994,Bronze,Manual,Y
2197,18193955400,Kimberly,Bederman,4802 Haynes Court,Beaverton,OR,46416,USA,8/14/1922,M,$30K - $50K,M,5,5,High School Degree,5/27/1993,Golden,Manual,Y
2198,18199845552,Rebecca,Bozeman,9461 Rose Aann Ave,Lebanon,OR,65450,USA,11/02/1921,S,$50K - $70K,F,3,0,Bachelors Degree,08/09/1992,Bronze,Management,Y
2199,18245647000,Margareta,Meadows,6083 San Jose,Haney,BC,36242,Canada,04/04/1933,M,$50K - $70K,F,2,1,Partial High School,06/02/1992,Bronze,Skilled Manual,Y
2200,18254010100,Gina,Wilson,997 Grasswood Ct.,Pomona,CA,72408,USA,12/22/1956,S,$50K - $70K,M,0,0,Bachelors Degree,03/10/1991,Silver,Professional,Y
2201,18254160300,Peter,Von Breymann,530 Northridge Drive,Spokane,WA,93623,USA,08/05/1956,M,$30K - $50K,F,2,2,Bachelors Degree,08/08/1991,Bronze,Management,Y
2202,18257448700,Deidre,Pugh,5697 Alovera Road,Beverly Hills,CA,59718,USA,01/02/1971,M,$50K - $70K,F,4,4,Bachelors Degree,10/22/1993,Golden,Management,Y
2203,18267565965,Elsie,Trujillo,5483 Cornwall Court,Renton,WA,61833,USA,12/24/1951,M,$50K - $70K,F,4,0,Bachelors Degree,08/06/1992,Bronze,Professional,Y
2204,18268864154,Vicki,Westgaard,3561 East Avenue,Bremerton,WA,78352,USA,3/17/1914,S,$70K - $90K,M,5,0,Bachelors Degree,7/13/1993,Silver,Professional,N
2205,18287473300,Phyllis,Quintana,3601 Stinson,Langley,BC,46628,Canada,6/19/1941,S,$50K - $70K,M,1,0,Bachelors Degree,7/13/1994,Silver,Professional,Y
2206,18290091156,Anita,Higbee,4588 Morgan Territory Road,Newport Beach,CA,30173,USA,09/12/1961,S,$10K - $30K,F,2,0,Partial High School,3/21/1993,Normal,Manual,N
2207,18291383981,Susan,Spolasso,7538 Sherry Circle,Santa Cruz,CA,36455,USA,7/13/1920,M,$110K - $130K,M,3,2,Partial High School,11/18/1991,Bronze,Professional,Y
2208,18295112252,Ted,Cogswell,6124 Clayton Road,Long Beach,CA,58004,USA,03/08/1965,M,$50K - $70K,F,5,5,Partial High School,1/24/1991,Bronze,Skilled Manual,Y
2209,18301184773,James,Carington,9328 Beatrice Rd,Royal Oak,BC,57603,Canada,08/09/1964,M,$150K +,M,5,5,High School Degree,6/27/1992,Golden,Management,Y
2210,18308314085,Jack,Tapin,824 Stroer Lane,Albany,OR,45315,USA,10/26/1919,S,$70K - $90K,F,3,0,Graduate Degree,11/15/1993,Bronze,Professional,N
2211,18310030700,Carol,York,6938 Hilltop Dr,Puyallup,WA,11076,USA,05/04/1927,S,$70K - $90K,F,5,0,Bachelors Degree,10/20/1991,Golden,Professional,N
2212,18314214900,Ronald,Tucker,8687 Bloching Circle,Ballard,WA,63948,USA,4/17/1971,M,$30K - $50K,F,4,1,Graduate Degree,1/25/1994,Bronze,Professional,Y
2213,18325271000,Carlos,Caprio,5056 Argyll Ave,Lemon Grove,CA,94870,USA,11/18/1943,S,$50K - $70K,M,2,0,Bachelors Degree,9/19/1991,Bronze,Professional,N
2214,18342898500,Marion,Gettie,9715 San Francisco,Concord,CA,14905,USA,3/15/1916,M,$130K - $150K,M,3,3,Partial High School,12/09/1992,Normal,Professional,Y
2215,18348863720,Sarah,Moore,6337 Hillsborough Dr,W. Linn,OR,84696,USA,3/17/1927,S,$130K - $150K,F,1,0,Bachelors Degree,6/27/1990,Bronze,Professional,Y
2216,18352473974,Daniel,Walston,1251 Alan Drive,Richmond,CA,69892,USA,08/05/1912,M,$10K - $30K,F,2,2,Partial High School,3/15/1992,Normal,Skilled Manual,N
2217,18373524000,Patricia,Briles,2030 Hill Drive,Seattle,WA,98351,USA,06/05/1927,S,$110K - $130K,F,4,0,Partial High School,05/11/1993,Bronze,Professional,Y
2218,18410592079,Tom,McKee,9852 Shirley Dr,Downey,CA,49709,USA,7/26/1974,S,$50K - $70K,M,4,0,Bachelors Degree,2/24/1991,Bronze,Professional,Y
2219,18421326300,Toni,Specht,9639 M St.,Vancouver,BC,51824,Canada,06/02/1928,M,$30K - $50K,M,3,1,High School Degree,06/12/1994,Bronze,Skilled Manual,N
2220,18429394400,Mavis,Geanetta,5061 Athecton Circle,San Diego,CA,42050,USA,4/20/1924,M,$10K - $30K,F,2,2,Partial High School,4/26/1994,Normal,Skilled Manual,Y
2221,18435815572,Lois,Anderson,7757 Ohara Ct,Hidalgo,Zacatecas,10327,Mexico,4/19/1912,S,$30K - $50K,M,1,0,High School Degree,11/24/1992,Bronze,Manual,N
2222,18448379039,Eleanor,Burns,6088 Gonzalez Court,Port Hammond,BC,92006,Canada,9/17/1910,M,$30K - $50K,M,2,0,High School Degree,04/02/1994,Silver,Skilled Manual,Y
2223,18452252100,Tom,Lopez,9038 Mt. View Avenue,Arcadia,CA,26445,USA,6/25/1913,S,$110K - $130K,F,2,0,Bachelors Degree,12/08/1994,Bronze,Professional,N
2224,18453384041,Luther,Moran,281 Windsor Drive,Spokane,WA,47994,USA,9/18/1920,M,$90K - $110K,F,3,2,Graduate Degree,09/11/1991,Bronze,Professional,N
2225,18454714417,Carmenia,Spence,3485 Seville,Seattle,WA,47594,USA,12/16/1952,M,$70K - $90K,F,2,1,Bachelors Degree,11/11/1990,Bronze,Professional,Y
2226,18474015593,Julianna,Kochan,4980 Olivera Rd,Seattle,WA,35305,USA,09/03/1939,S,$30K - $50K,M,2,0,High School Degree,1/21/1991,Bronze,Skilled Manual,Y
2227,18490344900,Melissa,Myers,8438 Clear View Circle,Guadalajara,Jalisco,10663,Mexico,4/17/1921,S,$70K - $90K,M,2,0,Bachelors Degree,05/12/1991,Bronze,Professional,N
2228,18508868200,Donna,Kneipple,2844 Barcelona,Lynnwood,WA,53939,USA,10/27/1926,S,$50K - $70K,F,2,0,Partial College,12/06/1992,Bronze,Professional,Y
2229,18509388566,Darla,Briscoe,9212 Springer Court,Orizaba,Veracruz,58569,Mexico,06/09/1943,S,$30K - $50K,M,4,0,High School Degree,08/08/1992,Bronze,Manual,N
2230,18524553800,Parmer,Kille,1216 Clark Creek Rd,Tlaxiaco,Oaxaca,77603,Mexico,2/19/1935,M,$30K - $50K,M,4,3,Partial College,04/11/1990,Golden,Professional,Y
2231,18535609800,Susan,Wilson,494 Saxon St,Altadena,CA,48395,USA,3/26/1954,S,$30K - $50K,F,0,0,High School Degree,09/10/1991,Bronze,Manual,N
2232,18547239899,Lila,Mandell,5407 Mayhew Way,Beverly Hills,CA,33591,USA,03/12/1971,S,$10K - $30K,M,2,0,Partial High School,2/23/1990,Normal,Skilled Manual,N
2233,18558912900,Karin,Baca,2284 Azalea Avenue,Daly City,CA,21514,USA,1/20/1960,S,$30K - $50K,F,2,0,Partial College,12/16/1994,Bronze,Clerical,Y
2234,18559266924,Jason,Becker,108 Lakeside Court,Corvallis,OR,45579,USA,10/11/1969,S,$30K - $50K,M,1,0,High School Degree,6/24/1991,Bronze,Manual,Y
2235,18561595082,Cathy,Robinson,9893 Hastings Dr,Grossmont,CA,47693,USA,5/15/1925,M,$10K - $30K,F,3,1,High School Degree,9/20/1992,Normal,Skilled Manual,Y
2236,18562201300,Corey,Salka,7970 Madrid,Redmond,WA,64212,USA,11/02/1953,M,$30K - $50K,M,2,0,High School Degree,04/05/1994,Bronze,Skilled Manual,Y
2237,18571680188,Daryl,Kannisto,8011 Elwood Drive,Arcadia,CA,32489,USA,11/10/1915,S,$30K - $50K,F,4,0,Partial College,08/01/1993,Normal,Professional,N
2238,18574228286,Jeffrey,Boswell,8998 Adobe Drive,Grossmont,CA,15169,USA,7/24/1930,M,$30K - $50K,M,4,2,Bachelors Degree,11/14/1993,Silver,Professional,Y
2239,18581620500,Rex,Meston,9293 Detroit Ave.,San Andres,DF,22315,Mexico,11/03/1964,M,$30K - $50K,M,2,2,Partial College,4/17/1991,Bronze,Manual,Y
2240,18583111763,John,Wong,535 Greendell Pl,Fremont,CA,70156,USA,11/20/1933,M,$30K - $50K,M,2,2,High School Degree,9/18/1991,Bronze,Skilled Manual,N
2241,18593389987,Florence,Hunt,3739 Donald Dr,Downey,CA,43464,USA,10/16/1927,M,$70K - $90K,F,3,3,Bachelors Degree,7/15/1992,Golden,Professional,Y
2242,18597568869,Wanda,Bates,5234 Esperanza Drive,Torrance,CA,57467,USA,6/23/1950,S,$90K - $110K,M,4,0,Partial High School,08/06/1990,Bronze,Professional,Y
2243,18607616400,Mary,Alvarado,1349 Stephine Way,San Carlos,CA,95935,USA,5/23/1952,S,$130K - $150K,M,2,0,Bachelors Degree,8/21/1992,Bronze,Professional,N
2244,18612245900,Christian,Frinton,3098 Eastgate Ave,Puyallup,WA,49808,USA,11/15/1931,S,$70K - $90K,F,5,0,Bachelors Degree,07/05/1991,Bronze,Professional,N
2245,18612991600,Masako,King,4155 Wexford Drive,Lake Oswego,OR,80731,USA,3/21/1980,M,$30K - $50K,M,4,3,High School Degree,10/04/1992,Golden,Skilled Manual,Y
2246,18616494536,Mary,Mora,8814 Fieldbrook Pl,Woodburn,OR,99765,USA,10/12/1946,S,$130K - $150K,M,3,0,Graduate Degree,03/10/1993,Bronze,Professional,Y
